article_id,label,category,published_at,title
81877,HIGH,연예/문화,2026-09-03T08:43:59,"美 정부, NYT 저작권소송서 오픈AI·MS 지지…""AI경쟁력은 안보"""
81860,LOW,경제,2026-09-03T08:42:10,"IBK증권 ""中경제 'K자형 성장' 확연…내수·수출간 경기차별화"""
81875,HIGH,사회,2026-09-03T08:41:00,"부산 예인선 사고, 밤새 수색에도 실종자 못 찾아···해경 “구체적 사고 원인 수사 중”"
81880,LOW,스포츠,2026-09-03T08:40:41,충남도민체전 당진서 개막…부대행사도 풍성
82014,LOW,IT/과학,2026-09-03T08:40:12,"대영에스텍 암호모듈, 국정원 'KCMVP' 통과"
81861,LOW,경제,2026-09-03T08:39:07,"SK증권 ""롯데지주, 수익 개선·주주환원에 주가 상승 기대"""
81862,LOW,경제,2026-09-03T08:37:07,"신한증권, 알테오젠 목표주가 상향…'노바티스와 4.4조 메가딜'"
81884,MEDIUM,세계,2026-09-03T08:37:00,이란 리알화 연일 사상 최저치···달러당 220만 리알
81881,LOW,스포츠,2026-09-03T08:35:29,[부고] 윤기영(인스포코리아 대표)씨 부친상
81869,LOW,사회,2026-09-03T08:35:27,"인천시, 추석 연휴 앞두고 다중이용시설 130곳 안전점검"
81882,LOW,스포츠,2026-09-03T08:35:07,"핸드볼 국가대표팀, 아시안게임 출정식서 우승 출사표"
81863,LOW,경제,2026-09-03T08:34:46,"중진공, 창업학교 기업 성장 프로그램 추진…투자유치 역량 강화"
81864,LOW,경제,2026-09-03T08:34:34,"영등포구, 649억원 규모 첫 추경…복지·안전·일자리 '집중'"
81870,LOW,사회,2026-09-03T08:33:06,"중랑구, 용마산에 생태복원숲·스마트팜·원예체험장 만든다"
81865,LOW,경제,2026-09-03T08:31:47,"신영증권, 바이넥스 목표가 하향…""예상보다 성장세 더뎌"""
81866,LOW,경제,2026-09-03T08:30:54,"기보·한국수력원자력, AI 기반 인권 친화적 감사 강화 협력"
81885,LOW,IT/과학,2026-09-03T08:30:00,몬스터볼에서 숙박…포켓몬 '몬스터볼 호텔' 등장
81871,MEDIUM,사회,2026-09-03T08:27:56,경남 양식어류 15만마리 추가 폐사…누적 재산피해 143억
81867,MEDIUM,경제,2026-09-03T08:26:51,"식약처, 의약품규제기관 국제연합 집행위원회에 선출"
81872,LOW,사회,2026-09-03T08:24:35,"청주시, 성안동 등 4곳에 CCTV·LED 가로등 설치"
81888,MEDIUM,IT/과학,2026-09-03T08:23:23,"갤럭시S27 울트라·프로, 카메라 가로로 바뀐다…어떤 모양"
81873,HIGH,사회,2026-09-03T08:22:33,아파트 6층에 설치할 난간 밧줄로 끌어올리다 추락…2명 사망(종합)
81878,LOW,연예/문화,2026-09-03T08:21:48,[부산소식] 열린부산 도시건축 포럼…청년 주거정책 논의
81868,LOW,경제,2026-09-03T08:21:48,"메리츠증권 ""두산퓨얼셀, 데이터센터향 추가 수주 기대"""
81874,LOW,사회,2026-09-03T08:21:34,"송파구, 도보관광 프로그램 코스에 '올림픽 산책길' 추가"
81879,LOW,연예/문화,2026-09-03T08:21:03,"청주공예비엔날레, 내년 초대국가 폴란드와 업무협약"
81830,MEDIUM,경제,2026-09-03T08:19:13,"삼성중공업, R&D 거점 부산 이전…86억원 투자·신규인력 채용"
81843,LOW,연예/문화,2026-09-03T08:18:50,"청주 원도심, 내달 3∼24일 미디어아트로 물든다"
81831,LOW,경제,2026-09-03T08:18:38,"LS증권, 산일전기 목표가 16%↑…""과도한 저평가 상태 지속"""
81832,LOW,경제,2026-09-03T08:18:25,부산시 13개 공공기관 필기시험 원서접수…163명 채용 예정
81854,HIGH,세계,2026-09-03T08:17:43,"코로나 이후 최대 규모…우버, 전세계 직원 3천300명 감원"
81844,MEDIUM,연예/문화,2026-09-03T08:16:26,"'박근혜 세월호 행적' 보도 전 산케이지국장, 日CIA 전문관 기용"
81829,HIGH,정치,2026-09-03T08:15:00,"한동훈 “대법원, 김승원 술자리 가진 판사 영장심사 배제 요청 수용 안했나”"
81858,HIGH,세계,2026-09-03T08:14:00,트럼프 “한국·일본 알래스카 간다”···알래스카 LNG 프로젝트 또 언급
81828,MEDIUM,정치,2026-09-03T08:13:01,"金 ""용혜인 논란, 깊이 생각…혁신당, 연대 저해 언급 조심해야"""
81837,MEDIUM,사회,2026-09-03T08:12:45,"성남도개공, '대장동' 남욱 차명재산 사해행위 취소소송"
81838,MEDIUM,사회,2026-09-03T08:11:55,용인 아파트 화재로 5명 연기흡입…26명 구조·51명 자력 대피
81833,MEDIUM,경제,2026-09-03T08:09:00,"[마켓뷰] 美증시 반등…코스피, 전날 하락 딛고 일어서나"
81839,LOW,사회,2026-09-03T08:08:42,"부산시, 첫 구군 소통 협력 회의…""시민 체감 변화 첫걸음"""
81855,MEDIUM,세계,2026-09-03T08:06:19,"태평양 열대저기압 3개 동시 발생…""엘니뇨로 폭풍 동력 강화"""
81850,MEDIUM,스포츠,2026-09-03T08:06:18,"살아난 김하성, 시즌 첫 장타에 볼넷까지…시즌 타율 0.120"
81834,LOW,경제,2026-09-03T08:05:14,부산청년 메가 채용박람회…21일 우수기업 100개 면접·상담
81835,LOW,경제,2026-09-03T08:04:46,"서울 중구 기업도약든든펀드, 'AI 시장운영 플랫폼' 기업에 투자"
81840,MEDIUM,사회,2026-09-03T08:03:04,현실판 '나화진' 떴다…경기교권보호전담관 300명 출범
81836,LOW,경제,2026-09-03T08:02:47,부산 유망 스타트업 투자유치 발표…'부니콘 피치데이'
81845,LOW,연예/문화,2026-09-03T08:01:15,국악·관광·정책정보 등 데이터 5종 개방…문화 AI 전환 본격화
81846,LOW,연예/문화,2026-09-03T08:00:17,[imazine] 쉼과 치유의 섬 하이난 ⑤ information
81841,LOW,사회,2026-09-03T08:00:15,[imazine] 쉼과 치유의 섬 하이난 ④ 사람 이야기
81847,LOW,연예/문화,2026-09-03T08:00:13,[imazine] 쉼과 치유의 섬 하이난 ③ 땅 이야기
81848,LOW,연예/문화,2026-09-03T08:00:11,[imazine] 쉼과 치유의 섬 하이난 ② 바다 이야기 2
81842,LOW,사회,2026-09-03T08:00:10,[imazine] 쉼과 치유의 섬 하이난 ① 바다 이야기 1
81851,LOW,스포츠,2026-09-03T08:00:03,"휴대폰과 두 손으로 태극마크…e풋볼 김도겸, AG 금빛 도전"
81849,LOW,연예/문화,2026-09-03T08:00:01,"AI로 문화행정 혁신…문체부, AI 활용 우수제안 13건 선정"
81852,LOW,스포츠,2026-09-03T07:59:21,부산·통영·여수 바닷길 잇는 남해안컵 국제요트대회
81853,LOW,스포츠,2026-09-03T07:56:23,"홍현석, 조규성과 한솥밥…덴마크 미트윌란 1년 임대 이적"
81856,MEDIUM,세계,2026-09-03T07:54:52,"젠슨 황 ""AI 시스템 도입, 신입사원 뽑듯 신중하게 해야"""
81826,HIGH,세계,2026-09-03T07:52:00,러트닉 “새 반도체 관세 부과 준비···미국에서 안 만들면 대가 치를 것”
81857,MEDIUM,세계,2026-09-03T07:47:10,[네팔 대홍수 르포] 살았는지 죽었는지 몰라도…슬픔속 시신없는 합동장례식
81813,MEDIUM,경제,2026-09-03T07:47:00,"한은, 외환보유액 순위 25년 만에 돌연 비공개로 돌려···8월 외환보유액 증가폭 역대 최대"
81825,MEDIUM,세계,2026-09-03T07:45:05,"""헤그세스 '문화전쟁'에 펜타곤 흔들…드론전 등 현대화 차질"""
81808,MEDIUM,정치,2026-09-03T07:40:00,[시간들] 용혜인에게 비례대표란…되돌아본 전국구 흑역사
81821,MEDIUM,스포츠,2026-09-03T07:38:15,"파리 올림픽 여자 멀리뛰기 챔피언, 차량 정면충돌 사고"
81820,LOW,연예/문화,2026-09-03T07:35:01,[신간] 인간 생각 담은 원초적 매체…'메모의 문화사'
81810,MEDIUM,정치,2026-09-03T07:34:00,"김민석, 용혜인 논란에 “국민의 판단, 목소리는 그 자체로서 존중해야”"
81886,MEDIUM,IT/과학,2026-09-03T07:32:02,"한국은행, 외환보유액 세계순위 공개 25년 만에 중단"
81814,LOW,사회,2026-09-03T07:30:31,정선서 승용차 가드레일 넘어 10ｍ 아래로 추락…운전자 중상
81822,LOW,스포츠,2026-09-03T07:30:06,[아시안게임] 메달 기대주 ⑱체조 여서정
81823,LOW,스포츠,2026-09-03T07:30:01,"[아시안게임] ⑱여서정·류성현 앞세운 한국 체조, 금빛 착지 도전"
81811,LOW,경제,2026-09-03T07:30:00,[연합뉴스 이 시각 헤드라인] - 07:30
81815,LOW,사회,2026-09-03T07:29:36,강남구 도담어린이공원 새단장…바닥분수·5색 정원 품은 쉼터로
81827,HIGH,세계,2026-09-03T07:29:00,"트럼프 “대이란 공습, 오래 가지는 않을 것···언제든 추가 공격”"
81824,MEDIUM,스포츠,2026-09-03T07:28:51,"'김민재 3경기 연속 선발' 뮌헨, 포칼 첫 경기서 4-1 대승"
81887,HIGH,IT/과학,2026-09-03T07:24:17,美 연준 “경제 완만히 성장…에너지·지정학 불확실성 증대”
81819,LOW,사회,2026-09-03T07:23:00,"수목 정비하고 싱크홀 메우고…노원서, 교통 위험요인 108건 발굴·개선"
81809,MEDIUM,정치,2026-09-03T07:22:36,"미국, 내년에도 해외원조 지원 후보국에서 북한 제외"
81816,LOW,사회,2026-09-03T07:21:26,32년만에 1천300회 맞은 서초금요음악회…'바로크' 특별연주회
81812,LOW,경제,2026-09-03T07:19:30,"[게시판] 하이브, 콘텐츠 제작 교육 '하이, 하이' 입과식"
81796,HIGH,경제,2026-09-03T07:18:01,뉴욕증시 4거래일 만에 상승마감···미국 10년물 금리 34개월 만에 최고치
81817,LOW,사회,2026-09-03T07:17:00,"'50억대 사기' 경매 베스트셀러 저자, 보석 청구 기각"
81803,LOW,스포츠,2026-09-03T07:08:39,"아시안게임 앞둔 양현준·이영준, 소속팀서 나란히 득점포 가동"
